Date, Close/Last, Volume, Open, High, Low
12/17/19,$280.41 ,28575800,$279.57 ,$281.77 ,$278.80 
12/16/19,$279.86 ,32081110,$277 ,$280.79 ,$276.98 
12/13/19,$275.15 ,33432810,$271.46 ,$275.30 ,$270.93 
12/12/19,$271.46 ,34437040,$267.78 ,$272.56 ,$267.32 
12/11/19,$270.77 ,19723390,$268.81 ,$271.10 ,$268.50 
12/10/19,$268.48 ,22632380,$268.60 ,$270.07 ,$265.86 
12/9/19,$266.92 ,32182650,$270 ,$270.80 ,$264.91 
12/6/19,$270.71 ,26547490,$267.48 ,$271 ,$267.30 
12/5/19,$265.58 ,18661340,$263.79 ,$265.89 ,$262.73 
12/4/19,$261.74 ,16810390,$261.07 ,$263.31 ,$260.68 
12/3/19,$259.45 ,29377270,$258.31 ,$259.53 ,$256.29 
12/2/19,$264.16 ,23693550,$267.27 ,$268.25 ,$263.45 
11/29/19,$267.25 ,11654360,$266.60 ,$268 ,$265.90 
11/27/19,$267.84 ,16386120,$265.58 ,$267.98 ,$265.31 
11/26/19,$264.29 ,26334880,$266.94 ,$267.16 ,$262.50 
11/25/19,$266.37 ,21029520,$262.71 ,$266.44 ,$262.52 
11/22/19,$261.78 ,16331260,$262.59 ,$263.18 ,$260.84 
11/21/19,$262.01 ,30348780,$263.69 ,$264.01 ,$261.18 
11/20/19,$263.19 ,26609920,$265.54 ,$266.08 ,$260.40 
11/19/19,$266.29 ,19069600,$267.90 ,$268 ,$265.39 
11/18/19,$267.10 ,21700900,$265.80 ,$267.43 ,$264.23 
11/15/19,$265.76 ,25093670,$263.68 ,$265.78 ,$263.01 
11/14/19,$262.64 ,22395560,$263.75 ,$264.88 ,$262.10 
11/13/19,$264.47 ,25817590,$261.13 ,$264.78 ,$261.07 
11/12/19,$261.96 ,21847230,$261.55 ,$262.79 ,$260.92 
11/11/19,$262.20 ,20507460,$258.30 ,$262.47 ,$258.28 
11/8/19,$260.14 ,17520500,$258.69 ,$260.44 ,$256.85 
11/7/19,$259.43 ,23735080,$258.74 ,$260.35 ,$258.11 
11/6/19,$257.24 ,18966120,$256.77 ,$257.49 ,$255.37 
11/5/19,$257.13 ,19974430,$257.05 ,$258.19 ,$256.32 
11/4/19,$257.50 ,25817950,$257.33 ,$257.85 ,$255.38 
11/1/19,$255.82 ,37781330,$249.54 ,$255.93 ,$249.16 
10/31/19,$248.76 ,34790520,$247.24 ,$249.17 ,$237.26 
10/30/19,$243.26 ,31130520,$244.76 ,$245.30 ,$241.21 
10/29/19,$243.29 ,35709870,$248.97 ,$249.75 ,$242.57 
10/28/19,$249.05 ,24143240,$247.42 ,$249.25 ,$246.72 
10/25/19,$246.58 ,18369300,$243.16 ,$246.73 ,$242.88 
10/24/19,$243.58 ,17916260,$244.51 ,$244.80 ,$241.81 
10/23/19,$243.18 ,19932550,$242.10 ,$243.24 ,$241.22 
10/22/19,$239.96 ,22684000,$241.16 ,$242.20 ,$239.62 
10/21/19,$240.51 ,22367480,$237.52 ,$240.99 ,$237.32 
10/18/19,$236.41 ,24377170,$234.59 ,$237.58 ,$234.29 
10/17/19,$235.28 ,17272900,$235.09 ,$236.15 ,$233.52 
10/16/19,$234.37 ,19286690,$233.37 ,$235.24 ,$233.20 
10/15/19,$235.32 ,23040480,$236.39 ,$237.65 ,$234.88 
10/14/19,$235.87 ,24413480,$234.90 ,$238.13 ,$234.67 
10/11/19,$236.21 ,41990210,$232.95 ,$237.64 ,$232.31 
10/10/19,$230.09 ,28962980,$227.93 ,$230.44 ,$227.30 
10/9/19,$227.03 ,19029420,$227.03 ,$227.79 ,$225.64 
10/8/19,$224.40 ,29282700,$225.82 ,$228.06 ,$224.33 
10/7/19,$227.06 ,30889270,$226.27 ,$229.93 ,$225.84 
10/4/19,$227.01 ,34755550,$225.64 ,$227.49 ,$223.89 
10/3/19,$220.82 ,30352690,$218.43 ,$220.96 ,$215.13 
10/2/19,$218.96 ,35767260,$223.06 ,$223.58 ,$217.93 
10/1/19,$224.59 ,36187160,$225.07 ,$228.22 ,$224.20 
9/30/19,$223.97 ,26318580,$220.90 ,$224.58 ,$220.79 
9/27/19,$218.82 ,25361290,$220.54 ,$220.96 ,$217.28 
9/26/19,$219.89 ,19088310,$220 ,$220.94 ,$218.83 
9/25/19,$221.03 ,22481010,$218.55 ,$221.50 ,$217.14 
9/24/19,$217.68 ,31434370,$221.03 ,$222.49 ,$217.19 
9/23/19,$218.72 ,19419650,$218.95 ,$219.84 ,$217.65 
9/20/19,$217.73 ,57977090,$221.38 ,$222.56 ,$217.47 
9/19/19,$220.96 ,22187880,$222.01 ,$223.76 ,$220.37 
9/18/19,$222.77 ,25643090,$221.06 ,$222.85 ,$219.44 
9/17/19,$220.70 ,18386470,$219.96 ,$220.82 ,$219.12 
9/16/19,$219.90 ,21158140,$217.73 ,$220.13 ,$217.56 
9/13/19,$218.75 ,39763300,$220 ,$220.79 ,$217.02 
9/12/19,$223.09 ,32226670,$224.80 ,$226.42 ,$222.86 
9/11/19,$223.59 ,44289650,$218.07 ,$223.71 ,$217.73 
9/10/19,$216.70 ,31777930,$213.86 ,$216.78 ,$211.71 
9/9/19,$214.17 ,27309400,$214.84 ,$216.44 ,$211.07 
9/6/19,$213.26 ,19362290,$214.05 ,$214.42 ,$212.51 
9/5/19,$213.28 ,23946880,$212 ,$213.97 ,$211.51 
9/4/19,$209.19 ,19216820,$208.39 ,$209.48 ,$207.32 
9/3/19,$205.70 ,20059570,$206.43 ,$206.98 ,$204.22 
8/30/19,$208.74 ,21162560,$210.16 ,$210.45 ,$207.20 
8/29/19,$209.01 ,21007650,$208.50 ,$209.32 ,$206.66 
8/28/19,$205.53 ,15957630,$204.10 ,$205.72 ,$203.32 
8/27/19,$204.16 ,25897340,$207.86 ,$208.55 ,$203.53 
8/26/19,$206.49 ,26066130,$205.86 ,$207.19 ,$205.06 
8/23/19,$202.64 ,46882840,$209.43 ,$212.05 ,$201 
8/22/19,$212.46 ,22267820,$213.19 ,$214.44 ,$210.75 
8/21/19,$212.64 ,21564750,$212.99 ,$213.65 ,$211.60 
8/20/19,$210.36 ,26919530,$210.88 ,$213.35 ,$210.32 
8/19/19,$210.35 ,24431920,$210.62 ,$212.73 ,$210.03 
8/16/19,$206.50 ,28813620,$204.28 ,$207.16 ,$203.84 
8/15/19,$201.74 ,27883360,$203.46 ,$205.14 ,$199.67 
8/14/19,$202.75 ,36547440,$203.16 ,$206.44 ,$202.59 
8/13/19,$208.97 ,47539790,$201.02 ,$212.14 ,$200.83 
8/12/19,$200.48 ,22481890,$199.62 ,$202.05 ,$199.15 
8/9/19,$200.99 ,24619750,$201.30 ,$202.76 ,$199.29 
8/8/19,$203.43 ,27009520,$200.20 ,$203.53 ,$199.39 
8/7/19,$199.04 ,33364400,$195.41 ,$199.56 ,$193.82 
8/6/19,$197 ,35824790,$196.31 ,$198.07 ,$194.04 
8/5/19,$193.34 ,52392970,$197.99 ,$198.65 ,$192.58 
8/2/19,$204.02 ,40862120,$205.53 ,$206.43 ,$201.63 
8/1/19,$208.43 ,54017920,$213.90 ,$218.03 ,$206.74 
7/31/19,$213.04 ,69281360,$216.42 ,$221.37 ,$211.30 
7/30/19,$208.78 ,33935720,$208.76 ,$210.16 ,$207.31 
7/29/19,$209.68 ,21673390,$208.46 ,$210.64 ,$208.44 
7/26/19,$207.74 ,17618870,$207.48 ,$209.73 ,$207.14 
7/25/19,$207.02 ,13909560,$208.89 ,$209.24 ,$206.73 
7/24/19,$208.67 ,14991570,$207.67 ,$209.15 ,$207.17 
7/23/19,$208.84 ,18355210,$208.46 ,$208.91 ,$207.29 
7/22/19,$207.22 ,22277930,$203.65 ,$207.23 ,$203.61 
7/19/19,$202.59 ,20929310,$205.79 ,$206.50 ,$202.36 
7/18/19,$205.66 ,18582160,$204 ,$205.88 ,$203.70 
7/17/19,$203.35 ,14107450,$204.05 ,$205.09 ,$203.27 
7/16/19,$204.50 ,16866820,$204.59 ,$206.11 ,$203.50 
7/15/19,$205.21 ,16947420,$204.09 ,$205.87 ,$204 
7/12/19,$203.30 ,17595210,$202.45 ,$204 ,$202.20 
7/11/19,$201.75 ,20191840,$203.31 ,$204.39 ,$201.71 
7/10/19,$203.23 ,17897140,$201.85 ,$203.73 ,$201.56 
7/9/19,$201.24 ,20578020,$199.20 ,$201.51 ,$198.81 
7/8/19,$200.02 ,25338630,$200.81 ,$201.40 ,$198.41 
7/5/19,$204.23 ,17265520,$203.35 ,$205.08 ,$202.90 
7/3/19,$204.41 ,11362050,$203.28 ,$204.44 ,$202.69 
7/2/19,$202.73 ,16935220,$201.41 ,$203.13 ,$201.36 
7/1/19,$201.55 ,27316740,$203.17 ,$204.49 ,$200.65 
6/28/19,$197.92 ,31110640,$198.68 ,$199.50 ,$197.05 
6/27/19,$199.74 ,20899720,$200.29 ,$201.57 ,$199.57 
6/26/19,$199.80 ,26067510,$197.77 ,$200.99 ,$197.35 
6/25/19,$195.57 ,21070330,$198.43 ,$199.26 ,$195.29 
6/24/19,$198.58 ,18220420,$198.54 ,$200.16 ,$198.17 
6/21/19,$198.78 ,47800590,$198.80 ,$200.85 ,$198.15 
6/20/19,$199.46 ,21513990,$200.37 ,$200.61 ,$198.03 
6/19/19,$197.87 ,21124240,$199.68 ,$199.88 ,$197.31 
6/18/19,$198.45 ,26551000,$196.05 ,$200.29 ,$195.21 
6/17/19,$193.89 ,14669140,$192.90 ,$194.96 ,$192.17 
6/14/19,$192.74 ,18761470,$191.55 ,$193.59 ,$190.30 
6/13/19,$194.15 ,21674630,$194.70 ,$196.79 ,$193.60 
6/12/19,$194.19 ,18253190,$193.95 ,$195.97 ,$193.39 
6/11/19,$194.81 ,26932880,$194.86 ,$196 ,$193.60 
6/10/19,$192.58 ,26220850,$191.81 ,$195.37 ,$191.62 
6/7/19,$190.15 ,30684390,$186.51 ,$191.92 ,$185.77 
6/6/19,$185.22 ,22526310,$183.08 ,$185.47 ,$182.15 
6/5/19,$182.54 ,29773430,$184.28 ,$184.99 ,$181.14 
6/4/19,$179.64 ,30967960,$175.44 ,$179.83 ,$174.52 
6/3/19,$173.30 ,40396070,$175.60 ,$177.92 ,$170.27 
5/31/19,$175.07 ,27043580,$176.23 ,$177.99 ,$174.99 
5/30/19,$178.30 ,21218410,$177.95 ,$179.23 ,$176.67 
5/29/19,$177.38 ,28481170,$176.42 ,$179.35 ,$176 
5/28/19,$178.23 ,27948160,$178.92 ,$180.59 ,$177.91 
5/24/19,$178.97 ,23714690,$180.20 ,$182.14 ,$178.62 
5/23/19,$179.66 ,36529740,$179.80 ,$180.54 ,$177.81 
5/22/19,$182.78 ,29748560,$184.66 ,$185.71 ,$182.55 
5/21/19,$186.60 ,28364850,$185.22 ,$188 ,$184.70 
5/20/19,$183.09 ,38612290,$183.52 ,$184.35 ,$180.28 
5/17/19,$189 ,32879090,$186.93 ,$190.90 ,$186.76 
5/16/19,$190.08 ,33031360,$189.91 ,$192.47 ,$188.84 
5/15/19,$190.92 ,26544720,$186.27 ,$191.75 ,$186.02 
5/14/19,$188.66 ,36529680,$186.41 ,$189.70 ,$185.41 
5/13/19,$185.72 ,57430620,$187.71 ,$189.48 ,$182.85 
5/10/19,$197.18 ,41208710,$197.42 ,$198.85 ,$192.77 
5/9/19,$200.72 ,34908610,$200.40 ,$201.68 ,$196.66 
5/8/19,$202.90 ,26339500,$201.90 ,$205.34 ,$201.75 
5/7/19,$202.86 ,38763700,$205.88 ,$207.42 ,$200.83 
5/6/19,$208.48 ,32443110,$204.29 ,$208.84 ,$203.50 
5/3/19,$211.75 ,20892380,$210.89 ,$211.84 ,$210.23 
5/2/19,$209.15 ,31996320,$209.84 ,$212.65 ,$208.13 
5/1/19,$210.52 ,64827330,$209.88 ,$215.31 ,$209.23 
4/30/19,$200.67 ,45751160,$203.06 ,$203.40 ,$199.11 
4/29/19,$204.61 ,22010360,$204.40 ,$205.97 ,$203.86 
4/26/19,$204.30 ,18612770,$204.90 ,$205 ,$202.12 
4/25/19,$205.28 ,18463850,$206.83 ,$207.76 ,$205.12 
4/24/19,$207.16 ,17427570,$207.36 ,$208.48 ,$207.05 
4/23/19,$207.48 ,23286380,$204.43 ,$207.75 ,$203.90 
4/22/19,$204.53 ,17841920,$202.83 ,$204.94 ,$202.34 
4/18/19,$203.86 ,24185530,$203.12 ,$204.15 ,$202.52 
4/17/19,$203.13 ,28865310,$199.54 ,$203.38 ,$198.61 
4/16/19,$199.25 ,25668330,$199.46 ,$201.37 ,$198.56 
4/15/19,$199.23 ,17524150,$198.58 ,$199.85 ,$198.01 
4/12/19,$198.87 ,27738580,$199.20 ,$200.14 ,$196.21 
4/11/19,$198.95 ,20543190,$200.85 ,$201 ,$198.44 
4/10/19,$200.62 ,21654750,$198.68 ,$200.74 ,$198.18 
4/9/19,$199.50 ,35738280,$200.32 ,$202.85 ,$199.23 
4/8/19,$200.10 ,25829880,$196.42 ,$200.23 ,$196.34 
4/5/19,$197 ,18473070,$196.45 ,$197.10 ,$195.93 
4/4/19,$195.69 ,19090050,$194.79 ,$196.37 ,$193.14 
4/3/19,$195.35 ,23243160,$193.25 ,$196.50 ,$193.15 
4/2/19,$194.02 ,22727370,$191.09 ,$194.46 ,$191.05 
4/1/19,$191.24 ,27308200,$191.64 ,$191.68 ,$188.38 
3/29/19,$189.95 ,23524830,$189.83 ,$190.08 ,$188.54 
3/28/19,$188.72 ,20710390,$188.95 ,$189.56 ,$187.53 
3/27/19,$188.47 ,29771210,$188.75 ,$189.76 ,$186.55 
3/26/19,$186.79 ,49696100,$191.66 ,$192.88 ,$184.58 
3/25/19,$188.74 ,43751810,$191.51 ,$191.98 ,$186.60 
3/22/19,$191.05 ,42287640,$195.34 ,$197.69 ,$190.78 
3/21/19,$195.09 ,50943120,$190.02 ,$196.33 ,$189.81 
3/20/19,$188.16 ,31003380,$186.23 ,$189.49 ,$184.73 
3/19/19,$186.53 ,31440300,$188.35 ,$188.99 ,$185.92 
3/18/19,$188.02 ,26148590,$185.80 ,$188.39 ,$185.79 
3/15/19,$186.12 ,39017490,$184.85 ,$187.33 ,$183.74 
3/14/19,$183.73 ,23527660,$183.90 ,$184.10 ,$182.56 
3/13/19,$181.71 ,30929740,$182.25 ,$183.30 ,$180.92 
3/12/19,$180.91 ,32416800,$180 ,$182.67 ,$179.37 
3/11/19,$178.90 ,31123000,$175.49 ,$179.12 ,$175.35 
3/8/19,$172.91 ,23985960,$170.32 ,$173.07 ,$169.50 
3/7/19,$172.50 ,24755470,$173.87 ,$174.44 ,$172.02 
3/6/19,$174.52 ,20755140,$174.67 ,$175.49 ,$173.94 
3/5/19,$175.53 ,19238480,$175.94 ,$176 ,$174.54 
3/4/19,$175.85 ,27413060,$175.69 ,$177.75 ,$173.97 
3/1/19,$174.97 ,25737560,$174.28 ,$175.15 ,$172.89 
2/28/19,$173.15 ,27953810,$174.32 ,$174.91 ,$172.92 
2/27/19,$174.87 ,27817640,$173.21 ,$175 ,$172.73 
2/26/19,$174.33 ,16991610,$173.71 ,$175.30 ,$173.17 
2/25/19,$174.23 ,21846400,$174.16 ,$175.87 ,$173.95 
2/22/19,$172.97 ,18890250,$171.58 ,$173 ,$171.38 
2/21/19,$171.06 ,17154540,$171.80 ,$172.37 ,$170.30 
2/20/19,$172.03 ,25323890,$171.19 ,$173.32 ,$170.99 
2/19/19,$170.93 ,18958570,$169.71 ,$171.44 ,$169.49 
2/15/19,$170.42 ,24603320,$171.25 ,$171.70 ,$169.75 
2/14/19,$170.80 ,21785180,$169.71 ,$171.26 ,$169.38 
2/13/19,$170.18 ,22389660,$171.39 ,$172.48 ,$169.92 
2/12/19,$170.89 ,22224400,$170.10 ,$171 ,$169.70 
2/11/19,$169.43 ,20940020,$171.05 ,$171.21 ,$169.25 
2/8/19,$170.41 ,23793830,$168.99 ,$170.66 ,$168.42 
2/7/19,$170.94 ,31644240,$172.40 ,$173.94 ,$170.34 
2/6/19,$174.24 ,28204640,$174.65 ,$175.57 ,$172.85 
2/5/19,$174.18 ,36054570,$172.86 ,$175.08 ,$172.35 
2/4/19,$171.25 ,31384720,$167.41 ,$171.66 ,$167.28 
2/1/19,$166.52 ,32644590,$166.96 ,$168.98 ,$165.93 
1/31/19,$166.44 ,40613260,$166.11 ,$169 ,$164.56 
1/30/19,$165.25 ,60800480,$163.25 ,$166.15 ,$160.23 
1/29/19,$154.68 ,39914850,$156.25 ,$158.13 ,$154.11 
1/28/19,$156.30 ,26147280,$155.79 ,$156.33 ,$153.66 
1/25/19,$157.76 ,33508960,$155.48 ,$158.13 ,$154.32 
1/24/19,$152.70 ,25418110,$154.11 ,$154.48 ,$151.74 
1/23/19,$153.92 ,23046560,$154.15 ,$155.14 ,$151.70 
1/22/19,$153.30 ,30273990,$156.41 ,$156.73 ,$152.62 
1/18/19,$156.82 ,33259460,$157.50 ,$157.88 ,$155.98 
1/17/19,$155.86 ,29616190,$154.20 ,$157.66 ,$153.26 
1/16/19,$154.94 ,30483120,$153.08 ,$155.88 ,$153 
1/15/19,$153.07 ,28449940,$150.27 ,$153.39 ,$150.05 
1/14/19,$150 ,32018540,$150.85 ,$151.27 ,$149.22 
1/11/19,$152.29 ,26924630,$152.88 ,$153.70 ,$151.51 
1/10/19,$153.80 ,35661200,$152.50 ,$153.97 ,$150.86 
1/9/19,$153.31 ,45034370,$151.29 ,$154.53 ,$149.63 
1/8/19,$150.75 ,40622910,$149.56 ,$151.82 ,$148.52 
1/7/19,$147.93 ,54571440,$148.70 ,$148.83 ,$145.90 
1/4/19,$148.26 ,57423650,$144.53 ,$148.55 ,$143.80 
1/3/19,$142.19 ,91106840,$143.98 ,$145.72 ,$142 
1/2/19,$157.92 ,35637070,$154.89 ,$158.85 ,$154.23 
12/31/18,$157.74 ,34499390,$158.53 ,$159.36 ,$156.48 
12/28/18,$156.23 ,41740600,$157.50 ,$158.52 ,$154.55 
12/27/18,$156.15 ,51608850,$155.84 ,$156.77 ,$150.07 
12/26/18,$157.17 ,58133850,$148.30 ,$157.23 ,$146.72 
12/24/18,$146.83 ,37169230,$148.15 ,$151.55 ,$146.59 
12/21/18,$150.73 ,95497900,$156.86 ,$158.16 ,$149.63 
12/20/18,$156.83 ,64398230,$160.40 ,$162.11 ,$155.30 
12/19/18,$160.89 ,47597670,$166 ,$167.45 ,$159.09 
12/18/18,$166.07 ,33753490,$165.38 ,$167.53 ,$164.39 
12/17/18,$163.94 ,43250420,$165.45 ,$168.35 ,$162.73 
12/14/18,$165.48 ,40620360,$169 ,$169.08 ,$165.28 
12/13/18,$170.95 ,31754210,$170.49 ,$172.57 ,$169.55 
12/12/18,$169.10 ,35474680,$170.40 ,$171.92 ,$169.02 
12/11/18,$168.63 ,45968040,$171.66 ,$171.79 ,$167 
12/10/18,$169.60 ,61759000,$165 ,$170.09 ,$163.33 
12/7/18,$168.49 ,41678680,$173.49 ,$174.49 ,$168.30 
12/6/18,$174.72 ,42704910,$171.76 ,$174.78 ,$170.42 
12/4/18,$176.69 ,41141250,$180.95 ,$182.39 ,$176.27 
12/3/18,$184.82 ,40537700,$184.46 ,$184.94 ,$181.21 
11/30/18,$178.58 ,39424260,$180.29 ,$180.33 ,$177.03 
11/29/18,$179.55 ,41523580,$182.66 ,$182.80 ,$177.70 
11/28/18,$180.94 ,45941750,$176.73 ,$181.29 ,$174.93 
11/27/18,$174.24 ,41156140,$171.51 ,$174.77 ,$170.88 
11/26/18,$174.62 ,44662320,$174.24 ,$174.95 ,$170.26 
11/23/18,$172.29 ,23623970,$174.94 ,$176.60 ,$172.10 
11/21/18,$176.78 ,31096240,$179.73 ,$180.27 ,$176.55 
11/20/18,$176.98 ,67678680,$178.37 ,$181.47 ,$175.51 
11/19/18,$185.86 ,41626820,$190 ,$190.70 ,$184.99 
11/16/18,$193.53 ,36191330,$190.50 ,$194.97 ,$189.46 
11/15/18,$191.41 ,46271660,$188.39 ,$191.97 ,$186.90 
11/14/18,$186.80 ,60547340,$193.90 ,$194.48 ,$185.93 
11/13/18,$192.23 ,46725710,$191.63 ,$197.18 ,$191.45 
11/12/18,$194.17 ,50991030,$199 ,$199.85 ,$193.79 
11/9/18,$204.47 ,34317760,$205.55 ,$206.01 ,$202.25 
11/8/18,$208.49 ,25289270,$209.98 ,$210.12 ,$206.75 
11/7/18,$209.95 ,33291640,$205.97 ,$210.06 ,$204.13 
11/6/18,$203.77 ,31774720,$201.92 ,$204.72 ,$201.69 
11/5/18,$201.59 ,66072170,$204.30 ,$204.39 ,$198.17 
11/2/18,$207.48 ,91046560,$209.55 ,$213.65 ,$205.43 
11/1/18,$222.22 ,52954070,$219.05 ,$222.36 ,$216.81 
10/31/18,$218.86 ,38016810,$216.88 ,$220.45 ,$216.62 
10/30/18,$213.30 ,36487930,$211.15 ,$215.18 ,$209.27 
10/29/18,$212.24 ,45713690,$219.19 ,$219.69 ,$206.09 
10/26/18,$216.30 ,47191700,$215.90 ,$220.19 ,$212.67 
10/25/18,$219.80 ,29027340,$217.71 ,$221.38 ,$216.75 
10/24/18,$215.09 ,39992120,$222.60 ,$224.23 ,$214.54 
10/23/18,$222.73 ,38681170,$215.83 ,$223.25 ,$214.70 
10/22/18,$220.65 ,28751540,$219.79 ,$223.36 ,$218.94 
10/19/18,$219.31 ,32874330,$218.06 ,$221.26 ,$217.43 
10/18/18,$216.02 ,32389280,$217.86 ,$219.74 ,$213 
10/17/18,$221.19 ,22692880,$222.30 ,$222.64 ,$219.34 
10/16/18,$222.15 ,28802550,$218.93 ,$222.99 ,$216.76 
10/15/18,$217.36 ,30280450,$221.16 ,$221.83 ,$217.27 
10/12/18,$222.11 ,39494770,$220.42 ,$222.88 ,$216.84 
10/11/18,$214.45 ,52902320,$214.52 ,$219.50 ,$212.32 
10/10/18,$216.36 ,41084070,$225.46 ,$226.35 ,$216.05 
10/9/18,$226.87 ,26656630,$223.64 ,$227.27 ,$222.25 
10/8/18,$223.77 ,28784550,$222.21 ,$224.80 ,$220.20 
10/5/18,$224.29 ,33507770,$227.96 ,$228.41 ,$220.58 
10/4/18,$227.99 ,31961120,$230.78 ,$232.35 ,$226.73 
10/3/18,$232.07 ,28540490,$230.05 ,$233.47 ,$229.78 
10/2/18,$229.28 ,24435010,$227.25 ,$230 ,$226.63 
10/1/18,$227.26 ,23171020,$227.95 ,$229.42 ,$226.35 
9/28/18,$225.74 ,22560440,$224.79 ,$225.84 ,$224.02 
9/27/18,$224.95 ,29729270,$223.82 ,$226.44 ,$223.54 
9/26/18,$220.42 ,23430370,$221 ,$223.75 ,$219.76 
9/25/18,$222.19 ,22811140,$219.75 ,$222.82 ,$219.70 
9/24/18,$220.79 ,27581270,$216.82 ,$221.26 ,$216.63 
9/21/18,$217.66 ,95584080,$220.78 ,$221.36 ,$217.29 
9/20/18,$220.03 ,26388050,$220.24 ,$222.28 ,$219.15 
9/19/18,$218.37 ,26869880,$218.50 ,$219.62 ,$215.30 
9/18/18,$218.24 ,31495630,$217.79 ,$221.85 ,$217.12 
9/17/18,$217.88 ,36810120,$222.15 ,$222.95 ,$217.27 
9/14/18,$223.84 ,31801970,$225.75 ,$226.84 ,$222.52 
9/13/18,$226.41 ,41411350,$223.52 ,$228.35 ,$222.57 
9/12/18,$221.07 ,49118510,$224.94 ,$225 ,$219.84 
9/11/18,$223.85 ,35644510,$218.01 ,$224.30 ,$216.56 
9/10/18,$218.33 ,39194720,$220.95 ,$221.85 ,$216.47 
9/7/18,$221.30 ,37418910,$221.85 ,$225.37 ,$220.71 
9/6/18,$223.10 ,34121240,$226.23 ,$227.35 ,$221.30 
9/5/18,$226.87 ,33290830,$228.99 ,$229.67 ,$225.10 
9/4/18,$228.36 ,27363960,$228.41 ,$229.18 ,$226.63 
8/31/18,$227.63 ,43177540,$226.51 ,$228.87 ,$226 
8/30/18,$225.03 ,48696960,$223.25 ,$228.26 ,$222.40 
8/29/18,$222.98 ,27074260,$220.15 ,$223.49 ,$219.41 
8/28/18,$219.70 ,22751390,$219.01 ,$220.54 ,$218.92 
8/27/18,$217.94 ,20400770,$217.15 ,$218.74 ,$216.33 
8/24/18,$216.16 ,18457720,$216.60 ,$216.90 ,$215.11 
8/23/18,$215.49 ,18505780,$214.65 ,$217.05 ,$214.60 
8/22/18,$215.05 ,18965930,$214.10 ,$216.36 ,$213.84 
8/21/18,$215.04 ,25682700,$216.80 ,$217.19 ,$214.03 
8/20/18,$215.46 ,30149410,$218.10 ,$219.18 ,$215.11 
8/17/18,$217.58 ,35034410,$213.44 ,$217.95 ,$213.16 
8/16/18,$213.32 ,27595310,$211.75 ,$213.81 ,$211.47 
8/15/18,$210.24 ,28595230,$209.22 ,$210.74 ,$208.33 
8/14/18,$209.75 ,20679270,$210.16 ,$210.56 ,$208.26 
8/13/18,$208.87 ,25864510,$207.70 ,$210.95 ,$207.70 
8/10/18,$207.53 ,24592460,$207.36 ,$209.10 ,$206.67 
8/9/18,$208.88 ,23389530,$207.28 ,$209.78 ,$207.20 
8/8/18,$207.25 ,22493750,$206.05 ,$207.81 ,$204.52 
8/7/18,$207.11 ,25525650,$209.32 ,$209.50 ,$206.76 
8/6/18,$209.07 ,25396100,$208 ,$209.25 ,$207.07 
8/3/18,$207.99 ,33408050,$207.03 ,$208.74 ,$205.48 
8/2/18,$207.39 ,62317430,$200.58 ,$208.38 ,$200.35 
8/1/18,$201.50 ,67812280,$199.13 ,$201.76 ,$197.31 
7/31/18,$190.29 ,37847260,$190.30 ,$192.14 ,$189.34 
7/30/18,$189.91 ,20912890,$191.90 ,$192.20 ,$189.07 
7/27/18,$190.98 ,23975350,$194.99 ,$195.19 ,$190.10 
7/26/18,$194.21 ,19005150,$194.61 ,$195.96 ,$193.61 
7/25/18,$194.82 ,16553500,$193.06 ,$194.85 ,$192.43 
7/24/18,$193 ,18680930,$192.45 ,$193.66 ,$192.05 
7/23/18,$191.61 ,15955820,$190.68 ,$191.96 ,$189.56 
7/20/18,$191.44 ,20670830,$191.78 ,$192.43 ,$190.17 
7/19/18,$191.88 ,20182050,$189.69 ,$192.55 ,$189.69 
7/18/18,$190.40 ,16365720,$191.78 ,$191.80 ,$189.93 
7/17/18,$191.45 ,15515000,$189.75 ,$191.87 ,$189.20 
7/16/18,$190.91 ,15009800,$191.52 ,$192.65 ,$190.42 
7/13/18,$191.33 ,12506830,$191.08 ,$191.84 ,$190.90 
7/12/18,$191.03 ,18000180,$189.53 ,$191.41 ,$189.31 
7/11/18,$187.88 ,18776390,$188.50 ,$189.78 ,$187.61 
7/10/18,$190.35 ,15801370,$190.71 ,$191.28 ,$190.18 
7/9/18,$190.58 ,19636390,$189.50 ,$190.68 ,$189.30 
7/6/18,$187.97 ,17426160,$185.42 ,$188.43 ,$185.20 
7/5/18,$185.40 ,16543880,$185.26 ,$186.41 ,$184.28 
7/3/18,$183.92 ,13954810,$187.79 ,$187.95 ,$183.54 
7/2/18,$187.18 ,17675210,$183.82 ,$187.30 ,$183.42 
6/29/18,$185.11 ,22551660,$186.29 ,$187.19 ,$182.91 
6/28/18,$185.50 ,17352380,$184.10 ,$186.21 ,$183.80 
6/27/18,$184.16 ,24987260,$185.23 ,$187.28 ,$184.03 
6/26/18,$184.43 ,24378480,$182.99 ,$186.53 ,$182.54 
6/25/18,$182.17 ,31632320,$183.40 ,$184.92 ,$180.73 
6/22/18,$184.92 ,27185130,$186.12 ,$186.15 ,$184.70 
6/21/18,$185.46 ,25649240,$187.25 ,$188.35 ,$184.94 
6/20/18,$186.50 ,20490090,$186.35 ,$187.20 ,$185.73 
6/19/18,$185.69 ,33538550,$185.14 ,$186.33 ,$183.45 
6/18/18,$188.74 ,18458410,$187.88 ,$189.22 ,$187.20 
6/15/18,$188.84 ,61438290,$190.03 ,$190.16 ,$188.26 
